,movieId,rating,months_w_data
3670,31700,251,119
3671,31702,198,107
3672,31705,71,55
3673,31724,155,74
3674,31785,178,62
3675,31793,12,10
3676,31804,1518,152
3677,31807,168,99
3678,31813,1,1
3679,31826,10,4
3680,31856,12,12
3681,31867,295,115
3682,31878,5319,163
3683,31881,18,16
3684,31889,67,39
3685,31894,49,30
3686,31900,31,22
3687,31903,168,87
3688,31952,557,151
3689,31954,15,14
3690,31956,165,81
3691,31960,25,22
3692,31998,44,33
3693,32002,20,18
3694,32009,205,103
3695,32011,395,128
3696,32013,35,25
3697,32015,7,6
3698,32017,1393,160
3699,32019,1241,152
3700,32022,138,58
3701,32025,233,102
3702,32029,1677,163
3703,32031,3247,162
3704,32074,26,20
3705,32088,16,16
3706,32122,9,9
3707,32124,66,40
3708,32126,12,11
3709,32128,65,44
3710,32168,12,10
3711,32170,72,48
3712,32172,18,11
3713,32199,21,16
3714,32213,909,141
3715,32216,23,19
3716,32225,15,11
3717,32239,171,82
3718,32243,14,13
3719,32250,27,19
3720,32263,54,31
3721,32285,30,30
3722,32289,496,137
3723,32291,739,149
3724,32294,10,10
3725,32296,1707,161
3726,32298,732,145
3727,32300,308,126
3728,32302,305,82
3729,32314,83,59
3730,32318,8,7
3731,32333,15,14
3732,32342,22,17
3733,32354,19,16
3734,32389,18,15
3735,32392,85,58
3736,32415,27,19
3737,32452,127,64
3738,32460,818,129
3739,32478,4,3
3740,32493,68,31
3741,32501,36,26
3742,32535,5,5
3743,32562,175,62
3744,32567,13,11
3745,32582,290,103
3746,32584,190,95
3747,32587,23594,163
3748,32589,272,107
3749,32591,167,66
3750,32593,37,30
3751,32596,2030,162
3752,32598,1291,158
3753,32600,78,51
3754,32602,37,30
3755,32605,18,14
3756,32620,25,23
3757,32655,12,8
3758,32659,62,38
3759,32666,73,47
3760,32668,70,52
3761,32743,134,63
3762,32770,171,85
3763,32788,26,18
3764,32830,39,29
3765,32836,12,10
3766,32902,37,26
3767,32914,209,59
3768,32923,13,11
3769,32925,11,9
3770,32928,38,28
3771,32935,8,7
3772,32941,16,10
3773,32972,6,3
3774,32976,1,1
3775,32979,51,31
3776,32988,71,45
3777,32994,2,2
3778,33004,10000,162
3779,33008,32,25
3780,33019,95,38
3781,33081,63,46
3782,33085,1320,160
3783,33090,14,12
3784,33092,2,2
3785,33098,21,17
3786,33124,166,98
3787,33129,6,5
3788,33132,12,9
3789,33134,50,36
3790,33136,119,69
3791,33138,441,135
3792,33140,6,6
3793,33142,3,3
3794,33145,839,153
3795,33148,35,24
3796,33150,27,24
3797,33152,15,13
3798,33154,1614,162
3799,33158,1212,158
3800,33160,6,6
3801,33162,4212,162
3802,33164,1305,160
3803,33166,12260,162
3804,33168,53,32
3805,33171,1388,160
3806,33201,15,11
3807,33270,110,58
3808,33296,50,36
3809,33310,16,14
3810,33318,18,15
3811,33330,17,13
3812,33340,46,33
3813,33342,17,11
3814,33358,168,66
3815,33363,21,20
3816,33376,9,5
3817,33380,16,16
3818,33410,70,33
3819,33415,21,18
3820,33421,191,95
3821,33426,6,5
3822,33435,44,32
3823,33437,1708,159
3824,33445,15,13
3825,33487,131,69
3826,33493,19565,161
3827,33495,595,146
3828,33499,1028,158
3829,33533,19,15
3830,33539,139,75
3831,33558,130,65
3832,33579,4,4
3833,33581,4,4
3834,33585,382,136
3835,33592,132,79
3836,33603,103,60
3837,33615,7021,161
3838,33621,130,78
3839,33639,626,119
3840,33641,13,12
3841,33644,162,87
3842,33646,2351,159
3843,33649,348,123
3844,33655,19,15
3845,33660,6147,160
3846,33669,1500,156
3847,33672,750,155
3848,33675,104,67
3849,33677,227,74
3850,33679,13324,160
3851,33681,480,144
3852,33683,772,152
3853,33685,67,36
3854,33688,54,45
3855,33722,191,96
3856,33725,321,119
3857,33743,33,30
3858,33750,125,77
3859,33762,10,8
3860,33779,544,65
3861,33794,32027,160
3862,33799,23,18
3863,33801,43,31
3864,33808,43,27
3865,33815,337,127
3866,33817,434,136
3867,33819,153,62
3868,33821,21,17
3869,33823,50,35
3870,33826,206,88
3871,33830,816,152
3872,33832,64,40
3873,33834,1579,155
3874,33836,2094,159
3875,33838,187,74
3876,33844,24,16
3877,33847,33,17
3878,33880,1462,157
3879,33893,225,64
3880,33896,551,138
3881,33898,32,25
3882,33901,30,21
3883,33903,1152,155
3884,33919,7,6
3885,33921,6,6
3886,33928,15,11
3887,33930,42,29
3888,33994,3,3
3889,34004,17,12
3890,34008,17,12
3891,34032,42,28
3892,34045,69,39
3893,34048,10976,159
3894,34072,3887,158
3895,34076,8,4
3896,34099,11,8
3897,34111,74,50
3898,34129,108,65
3899,34135,17,16
3900,34143,892,147
3901,34148,343,122
3902,34150,6897,159
3903,34153,1065,148
3904,34155,185,104
3905,34158,11,10
3906,34162,11470,159
3907,34164,287,89
3908,34198,347,119
3909,34216,4,3
3910,34231,27,23
3911,34234,3,3
3912,34238,34,27
3913,34240,8,8
3914,34246,53,34
3915,34271,978,149
3916,34312,17,16
3917,34314,56,37
3918,34319,7646,159
3919,34321,566,134
3920,34323,1188,156
3921,34326,303,119
3922,34330,66,42
3923,34332,1542,158
3924,34334,924,157
3925,34336,1099,152
3926,34338,1484,152
3927,34373,17,8
3928,34375,72,50
3929,34386,36,25
3930,34397,34,24
3931,34405,12531,157
3932,34411,52,24
3933,34426,4,3
3934,34437,4094,158
3935,34464,17,16
3936,34466,39,28
3937,34499,75,45
3938,34505,26,19
3939,34511,22,16
3940,34520,1305,153
3941,34523,445,130
3942,34526,22,21
3943,34528,832,146
3944,34530,890,155
3945,34532,1868,158
3946,34534,1560,155
3947,34536,384,117
3948,34538,59,40
3949,34540,205,97
3950,34542,2181,158
3951,34552,316,85
3952,34579,62,44
3953,34648,52,42
3954,34659,14,12
3955,34666,46,29
3956,34729,62,40
3957,34767,106,56
3958,34811,186,81
3959,35015,145,79
3960,35082,29,24
3961,35618,12,12
3962,35629,14,12
3963,35681,7,6
3964,35826,8,6
3965,35828,27,20
3966,35836,15332,158
3967,35843,10,7
3968,35906,22,18
3969,35957,1817,158
3970,36046,6,6
3971,36083,62,45
3972,36247,16,15
3973,36276,1257,154
3974,36289,328,89
3975,36326,24,19
3976,36373,18,15
3977,36392,25,21
3978,36397,367,123
3979,36401,3184,158
3980,36436,26,18
3981,36462,21,14
3982,36477,139,75
3983,36509,516,145
3984,36511,33,30
3985,36513,132,75
3986,36517,4616,158
3987,36519,2863,157
3988,36523,60,35
3989,36525,2019,156
3990,36527,1167,149
3991,36529,9992,157
3992,36531,123,77
3993,36533,287,116
3994,36535,1858,158
3995,36537,687,142
3996,36539,53,37
3997,36541,26,23
3998,36545,17,15
3999,36630,18,17
4000,36708,1895,145
4001,36799,23,18
4002,36804,5,5
4003,36931,146,70
4004,37240,859,139
4005,37380,1861,154
4006,37382,1262,152
4007,37384,1289,153
4008,37386,3624,155
4009,37475,529,131
4010,37477,292,107
4011,37495,200,83
4012,37653,25,20
4013,37663,2,2
4014,37689,8,6
4015,37720,1673,156
4016,37727,2697,157
4017,37729,7802,157
4018,37731,1779,155
4019,37733,5412,157
4020,37736,490,139
4021,37739,505,129
4022,37741,4506,157
4023,37824,6,5
4024,37830,1808,147
4025,37837,24,23
4026,37844,78,46
4027,37846,27,21
4028,37853,721,144
4029,37855,257,95
4030,37857,1226,152
4031,37949,3,3
4032,37955,153,75
4033,37957,33,27
4034,37960,8,7
4035,37982,14,13
4036,38001,6,6
4037,38038,6128,156
4038,38046,57,40
4039,38061,7577,156
4040,38086,39,28
4041,38095,416,108
4042,38097,186,76
4043,38188,183,89
4044,38198,105,61
4045,38294,226,87
4046,38304,852,137
4047,38388,357,118
4048,38435,9,8
4049,38473,12,9
4050,38499,619,111
4051,38538,190,87
4052,38600,292,105
4053,38701,124,58
4054,38798,1657,155
4055,38824,105,58
4056,38839,14,14
4057,38849,30,23
4058,38867,31,21
4059,38886,2504,154
4060,38992,463,124
4061,38994,92,50
4062,39048,8,7
4063,39052,513,112
4064,39183,8407,154
4065,39191,5,5
4066,39231,1558,155
4067,39234,731,131
4068,39244,21,16
4069,39292,4554,156
4070,39307,264,103
4071,39364,7,6
4072,39381,1346,149
4073,39390,23,19
4074,39394,33,29
4075,39398,151,77
4076,39400,512,141
4077,39402,35,24
4078,39408,78,53
4079,39410,29,27
4080,39412,6,5
4081,39414,927,142
4082,39416,29,26
4083,39419,321,111
4084,39421,84,54
4085,39425,8,8
4086,39427,971,151
4087,39429,5,5
4088,39435,1930,154
4089,39439,6,6
4090,39441,76,46
4091,39444,1709,156
4092,39446,4277,156
4093,39449,674,132
4094,39516,30,24
4095,39524,11,9
4096,39615,7,6
4097,39703,82,45
4098,39715,1636,146
4099,39768,139,70
4100,39796,52,31
4101,39801,21,16
4102,39857,10,9
4103,39869,543,129
4104,39886,192,79
4105,40010,99,54
4106,40015,17,13
4107,40148,920,145
4108,40226,54,33
4109,40275,4,3
4110,40278,4179,154
4111,40291,1,1
4112,40337,84,50
4113,40339,1945,150
4114,40342,81,47
4115,40404,4,4
4116,40412,589,134
4117,40414,570,137
4118,40559,12,12
4119,40574,206,100
4120,40581,1181,152
4121,40583,3876,154
4122,40597,24,16
4123,40614,879,144
4124,40617,170,78
4125,40629,6432,155
4126,40679,8,8
4127,40681,61,41
4128,40699,3,3
4129,40723,719,151
4130,40732,3009,151
4131,40752,46,33
4132,40815,19404,155
4133,40817,71,33
4134,40819,9674,155
4135,40826,1166,152
4136,40831,11,8
4137,40851,1260,149
4138,40870,758,137
4139,40887,123,67
4140,40946,491,130
4141,40952,142,69
4142,40955,394,127
4143,40959,611,125
4144,40962,476,135
4145,40964,25,20
4146,40966,580,138
4147,40969,16,14
4148,41025,155,78
4149,41094,26,22
4150,41130,13,13
4151,41212,12,9
4152,41285,5058,154
4153,41425,62,38
4154,41434,13,11
4155,41518,6,6
4156,41527,459,129
4157,41564,13,13
4158,41566,13042,154
4159,41569,9023,154
4160,41571,2949,153
4161,41573,1332,150
4162,41575,97,61
4163,41602,5,5
4164,41617,216,97
4165,41644,22,14
4166,41688,30,20
4167,41704,18,15
4168,41712,70,41
4169,41716,1300,146
4170,41721,99,45
4171,41724,220,81
4172,41736,33,25
4173,41769,151,80
4174,41820,13,10
4175,41822,12,11
4176,41824,21,16
4177,41863,917,140
4178,41912,54,36
4179,41914,7,7
4180,41941,116,61
4181,41997,6475,154
4182,42002,1036,147
4183,42004,1280,148
4184,42007,958,146
4185,42009,783,146
4186,42011,2235,151
4187,42013,477,135
4188,42015,783,145
4189,42018,509,115
4190,42021,111,57
4191,42053,70,43
4192,42150,12,8
4193,42172,49,27
4194,42189,2,2
4195,42197,600,128
4196,42208,34,28
4197,42213,62,37
4198,42285,83,45
4199,42335,4,4
4200,42385,91,51
4201,42393,21,20
4202,42407,2,2
4203,42418,1164,147
4204,42422,267,91
4205,42602,28,19
4206,42632,1577,147
4207,42634,80,40
4208,42636,5,5
4209,42638,12,10
4210,42659,9,9
4211,42677,21,16
4212,42698,10,8
4213,42710,63,35
4214,42718,1525,148
4215,42721,492,130
4216,42723,2601,153
4217,42725,1499,153
4218,42728,624,141
4219,42730,611,138
4220,42732,540,136
4221,42734,1419,150
4222,42736,22,21
4223,42738,3927,153
4224,42740,99,44
4225,42761,49,36
4226,42856,15,9
4227,42935,32,25
4228,42958,247,95
4229,42973,17,15
4230,42987,44,26
4231,43007,24,21
4232,43009,63,42
4233,43022,86,51
4234,43244,15,12
4235,43257,1,1
4236,43260,14,10
4237,43267,34,27
4238,43269,17,13
4239,43289,29,22
4240,43292,14,12
4241,43333,379,113
4242,43351,21,15
4243,43376,790,142
4244,43391,97,34
4245,43396,1748,151
4246,43419,439,136
4247,43460,527,125
4248,43518,17,15
4249,43528,10,7
4250,43549,46,28
4251,43556,285,105
4252,43558,649,140
4253,43560,1513,152
4254,43571,12,11
4255,43589,64,44
4256,43652,260,77
4257,43679,1649,150
4258,43684,214,101
4259,43692,3,3
4260,43708,385,93
4261,43727,8,5
4262,43744,422,132
4263,43803,8,5
4264,43828,17,12
4265,43832,184,75
4266,43836,1490,149
4267,43853,75,39
4268,43869,355,125
4269,43871,1080,145
4270,43892,8,8
4271,43897,110,64
4272,43899,84,52
4273,43904,409,123
4274,43906,75,54
4275,43908,184,98
4276,43910,133,62
4277,43912,212,85
4278,43914,195,100
4279,43917,707,140
4280,43919,993,148
4281,43921,838,144
4282,43923,113,69
4283,43926,71,53
4284,43928,1776,150
4285,43930,646,137
4286,43932,349,116
4287,43934,81,50
4288,43936,2464,149
4289,43953,6,5
4290,43967,24,17
4291,43983,100,62
4292,43987,104,59
4293,43997,9,9
4294,44004,1699,150
4295,44020,82,42
4296,44022,5031,150
4297,44058,165,95
4298,44115,82,42
4299,44155,34,25
4300,44161,25,19
4301,44187,93,51
4302,44189,108,65
4303,44191,27101,151
4304,44193,2012,151
4305,44195,11106,150
4306,44197,356,110
4307,44199,8952,151
4308,44204,749,139
4309,44225,471,129
4310,44243,57,36
4311,44245,61,31
4312,44295,43,28
4313,44301,131,69
4314,44397,1553,151
4315,44399,274,107
4316,44511,39,20
4317,44555,9670,140
4318,44571,5,3
4319,44585,13,11
4320,44613,343,114
4321,44633,473,113
4322,44663,25,21
4323,44665,9494,150
4324,44671,49,36
4325,44674,30,26
4326,44685,17,12
4327,44694,2766,144
4328,44703,5,4
4329,44709,1091,147
4330,44717,50,32
4331,44719,31,16
4332,44724,25,18
4333,44729,203,93
4334,44731,297,121
4335,44759,547,135
4336,44761,2816,149
4337,44773,9,7
4338,44777,36,25
4339,44779,48,34
4340,44782,17,13
4341,44788,1186,139
4342,44800,64,43
4343,44815,110,68
4344,44828,1149,147
4345,44840,731,138
4346,44844,58,40
4347,44849,308,98
4348,44851,20,12
4349,44861,21,19
4350,44864,581,128
4351,44871,12,11
4352,44881,43,27
4353,44889,171,74
4354,44892,7,6
4355,44900,85,46
4356,44929,445,127
4357,44937,334,114
4358,44943,197,64
4359,44949,104,62
4360,44972,2001,150
4361,44974,2818,150
4362,44978,67,51
4363,45003,380,103
4364,45028,831,129
4365,45030,19,14
4366,45062,838,136
4367,45072,6,3
4368,45074,334,108
4369,45079,11,11
4370,45081,2855,149
4371,45100,42,25
4372,45106,524,118
4373,45137,19,15
4374,45172,71,51
4375,45175,378,120
4376,45183,482,123
4377,45186,6078,149
4378,45188,46,31
4379,45200,31,26
4380,45208,832,143
4381,45210,2138,150
4382,45221,474,131
4383,45259,26,19
4384,45303,25,15
4385,45346,11,9
4386,45361,325,121
4387,45382,270,98
4388,45412,63,41
4389,45431,3489,149
4390,45440,558,129
4391,45442,1151,146
4392,45447,9996,149
4393,45499,11171,149
4394,45501,2347,147
4395,45503,347,113
4396,45506,154,64
4397,45508,25,18
4398,45512,13,11
4399,45517,8391,148
4400,45521,42,33
4401,45525,97,54
4402,45527,12,10
4403,45531,5,5
4404,45533,42,31
4405,45581,7,2
4406,45635,277,105
4407,45639,13,10
4408,45648,22,15
4409,45652,11,10
4410,45656,16,14
4411,45658,70,41
4412,45662,838,142
4413,45664,60,37
4414,45666,2060,146
4415,45668,2229,148
4416,45672,5262,148
4417,45720,8551,147
4418,45722,16814,147
4419,45726,1619,145
4420,45728,3898,147
4421,45730,1674,145
4422,45732,1524,144
4423,45845,10,9
4424,45852,183,91
4425,45880,1773,140
4426,45928,987,141
4427,45940,23,17
4428,45950,3505,148
4429,45981,114,48
4430,45994,8,7
4431,46034,33,21
4432,46062,1177,115
4433,46065,2,1
4434,46083,13,10
4435,46098,36,27
4436,46105,45,27
4437,46108,31,23
4438,46115,8,8
4439,46154,7,6
4440,46156,152,58
4441,46194,62,39
4442,46201,25,19
4443,46207,16,14
4444,46231,25,21
4445,46322,1591,144
4446,46335,2652,147
4447,46337,439,124
4448,46347,303,102
4449,46363,19,13
4450,46430,76,52
4451,46478,45,32
4452,46530,5259,148
4453,46559,237,93
4454,46561,38,22
4455,46572,196,83
4456,46574,130,66
4457,46578,20038,147
4458,46581,15,12
4459,46588,3,2
4460,46595,3,3
4461,46613,44,33
4462,46634,8,6
4463,46651,6,6
4464,46723,6365,144
4465,46762,19,13
4466,46770,47,33
4467,46772,237,86
4468,46808,8,8
4469,46821,21,15
4470,46839,56,37
4471,46850,712,117
4472,46865,455,126
4473,46912,45,28
4474,46915,26,22
4475,46919,128,64
4476,46948,1867,145
4477,46952,18,16
4478,46954,10,10
4479,46957,21,13
4480,46959,132,65
4481,46965,2530,145
4482,46967,1193,143
4483,46970,4153,146
4484,46972,6085,142
4485,46974,856,135
4486,46976,9631,143
4487,47028,10,10
4488,47044,1659,144
4489,47047,21,17
4490,47049,29,23
4491,47063,14,11
4492,47076,19,15
4493,47084,47,36
4494,47099,9614,142
4495,47117,51,35
4496,47122,1060,143
4497,47124,562,132
4498,47148,73,46
4499,47150,111,58
4500,47200,3753,145
4501,47202,236,89
4502,47221,41,29
4503,47237,5,5
4504,47248,9,6
4505,47250,2,2
4506,47254,415,120
4507,47261,238,83
4508,47264,388,113
4509,47292,1,1
4510,47382,1496,143
4511,47384,204,98
4512,47394,177,83
4513,47404,258,92
4514,47417,14,12
4515,47423,1406,145
4516,47446,170,87
4517,47465,608,132
4518,47491,868,113
4519,47503,66,47
4520,47516,176,93
4521,47518,2037,145
4522,47525,86,51
4523,47540,5,5
4524,47561,6,6
4525,47571,25,14
4526,47610,12297,146
4527,47629,2852,140
4528,47634,170,80
4529,47640,1290,146
4530,47642,64,42
4531,47644,1075,142
4532,47646,98,48
4533,47670,47,35
4534,47681,9,5
4535,47725,443,127
4536,47778,158,58
4537,47793,121,66
4538,47805,95,57
4539,47808,41,25
4540,47810,968,142
4541,47815,23,19
4542,47830,183,88
4543,47836,60,39
4544,47880,8,6
4545,47894,774,135
4546,47907,39,28
4547,47937,403,108
4548,47940,71,45
4549,47950,498,110
4550,47952,554,124
4551,47970,650,122
4552,47972,16,10
4553,47976,113,53
4554,47978,207,74
4555,47980,18,12
4556,47997,4030,139
4557,47999,1713,140
4558,48001,90,57
4559,48032,160,77
4560,48043,4724,142
4561,48049,28,13
4562,48067,1,1
4563,48082,2891,144
4564,48093,30,22
4565,48098,24,19
4566,48142,1174,139
4567,48150,94,57
4568,48159,67,57
4569,48161,360,112
4570,48167,40,32
4571,48214,41,34
4572,48229,45,28
4573,48231,201,93
4574,48235,4,4
4575,48239,25,16
4576,48262,209,93
4577,48268,38,26
4578,48304,4576,141
4579,48319,448,125
4580,48322,1701,143
4581,48326,339,104
4582,48342,213,95
4583,48385,14093,143
4584,48389,30,24
4585,48394,20509,142
4586,48412,915,137
4587,48414,993,140
4588,48416,388,117
4589,48427,6,4
4590,48501,43,23
4591,48516,26162,144
4592,48518,729,135
4593,48520,803,135
4594,48522,189,93
4595,48530,28,19
4596,48543,107,57
4597,48560,555,127
4598,48584,46,31
4599,48591,576,137
4600,48593,672,127
4601,48596,284,103
4602,48598,208,87
4603,48600,88,53
4604,48626,9,8
4605,48660,94,45
4606,48673,75,34
4607,48678,349,121
4608,48682,100,51
4609,48696,1821,142
4610,48698,391,109
4611,48711,164,78
4612,48713,4,4
4613,48738,6166,142
4614,48741,197,66
4615,48744,878,133
4616,48770,16,13
4617,48774,15428,142
4618,48780,23132,144
4619,48783,1732,143
4620,48791,115,65
4621,48817,30,20
4622,48825,182,73
4623,48833,36,23
4624,48856,351,112
4625,48863,29,19
4626,48872,388,107
4627,48877,2723,144
4628,48879,178,76
4629,48883,174,58
4630,48895,23,22
4631,48901,16,14
4632,48943,525,121
4633,48970,19,16
4634,48972,47,37
4635,48982,1831,141
4636,48997,2843,140
4637,49013,433,123
4638,49016,17,15
4639,49037,22,18
4640,49050,32,19
4641,49115,5,4
4642,49121,12,8
4643,49130,876,141
4644,49132,299,85
4645,49183,15,13
4646,49205,116,66
4647,49220,496,111
4648,49225,154,62
4649,49234,9,7
4650,49263,136,71
4651,49265,112,58
4652,49272,21412,143
4653,49274,2987,143
4654,49276,283,108
4655,49278,5429,143
4656,49280,526,120
4657,49282,215,101
4658,49284,491,120
4659,49286,3948,142
4660,49299,38,32
4661,49312,244,96
4662,49314,416,122
4663,49330,50,34
4664,49338,13,11
4665,49347,583,125
4666,49396,1638,139
4667,49422,249,101
4668,49435,39,31
4669,49518,16,15
4670,49524,169,82
4671,49526,275,102
4672,49528,296,113
4673,49530,12907,142
4674,49615,68,49
4675,49642,112,66
4676,49644,24,21
4677,49647,653,132
4678,49649,2085,142
4679,49651,2011,141
4680,49663,11,6
4681,49666,167,76
4682,49691,5,5
4683,49735,60,45
4684,49737,75,46
4685,49739,8,8
4686,49772,1256,142
4687,49793,766,136
4688,49815,137,58
4689,49822,1842,140
4690,49824,1119,137
4691,49856,118,61
4692,49872,16,13
4693,49899,15,15
4694,49910,886,136
4695,49917,141,62
4696,49926,18,9
4697,49932,1059,136
4698,49955,5,3
4699,49957,388,112
4700,49961,1542,139
4701,49979,26,20
4702,49994,12,9
4703,50003,352,101
4704,50005,691,127
4705,50011,374,116
4706,50064,373,102
4707,50066,200,82
4708,50068,3154,141
4709,50147,216,95
4710,50149,183,90
4711,50151,67,42
4712,50153,127,64
4713,50158,196,88
4714,50160,616,131
4715,50162,422,123
4716,50165,21,12
4717,50183,111,62
4718,50189,1081,135
4719,50208,14,9
4720,50259,138,71
4721,50271,22,18
4722,50274,323,99
4723,50279,1,1
4724,50347,20,16
4725,50358,10,10
4726,50379,9,7
4727,50382,8,6
4728,50440,110,64
4729,50442,1053,135
4730,50445,367,116
4731,50447,214,91
4732,50482,56,32
4733,50514,500,118
4734,50517,148,75
4735,50533,36,27
4736,50550,17,13
4737,50572,23,16
4738,50583,65,41
4739,50589,23,17
4740,50601,1987,139
4741,50610,13,10
4742,50613,14,14
4743,50628,15,11
4744,50630,24,22
4745,50651,147,59
4746,50658,480,110
4747,50685,1256,133
4748,50703,157,72
4749,50705,59,43
4750,50774,30,21
4751,50792,480,124
4752,50794,1894,140
4753,50796,251,108
4754,50798,1281,138
4755,50800,352,116
4756,50802,609,125
4757,50804,1241,136
4758,50806,784,130
4759,50842,258,88
4760,50851,674,125
4761,50858,126,61
4762,50872,19803,136
4763,50886,55,43
4764,50892,31,23
4765,50912,1532,131
4766,50923,450,118
4767,50940,17,14
4768,50942,90,42
4769,50944,68,49
4770,50954,354,100
4771,50999,18,16
4772,51004,22,15
4773,51007,166,69
4774,51019,6,5
4775,51024,175,77
4776,51037,359,110
4777,51053,4,3
4778,51063,171,79
4779,51077,3226,140
4780,51080,1519,135
4781,51082,87,53
4782,51084,2237,139
4783,51086,2871,140
4784,51088,464,111
4785,51091,1314,136
4786,51094,114,59
4787,51103,10,8
4788,51106,6,5
4789,51127,116,56
4790,51167,58,30
4791,51174,274,101
4792,51185,28,25
4793,51187,93,52
4794,51194,8,6
4795,51255,14379,138
4796,51304,41,34
4797,51312,128,73
4798,51314,44,28
4799,51317,17,15
4800,51341,14,11
4801,51372,225,74
4802,51402,15,10
4803,51412,2354,138
4804,51418,245,86
4805,51433,9,6
4806,51455,52,36
4807,51457,18,13
4808,51471,659,131
4809,51486,25,19
4810,51498,119,66
4811,51535,4,4
4812,51540,7900,139
4813,51545,145,73
4814,51569,50,26
4815,51575,1382,137
4816,51577,3,3
4817,51579,42,32
4818,51596,11,10
4819,51605,17,14
4820,51632,139,50
4821,51660,270,108
4822,51662,19749,139
4823,51666,150,76
4824,51689,1,1
4825,51694,330,108
4826,51698,569,122
4827,51705,453,120
4828,51709,1503,135
4829,51800,11,8
4830,51809,4,4
4831,51834,999,130
4832,51847,98,52
4833,51884,581,119
4834,51886,14,11
4835,51903,200,77
4836,51905,2,2
4837,51917,37,26
4838,51921,6,6
4839,51925,831,135
4840,51927,586,118
4841,51931,1245,138
4842,51933,70,38
4843,51935,4781,139
4844,51937,564,124
4845,51939,883,128
4846,51991,89,46
4847,52005,94,48
4848,52016,22,20
4849,52037,69,41
4850,52042,1097,131
4851,52078,19,16
4852,52088,23,20
4853,52104,35,27
4854,52106,6,5
4855,52118,4,4
4856,52170,61,38
4857,52180,8,8
4858,52182,10,10
4859,52189,30,25
4860,52224,2,2
4861,52227,172,80
4862,52241,1121,135
4863,52245,3386,138
4864,52265,8,7
4865,52273,2,2
4866,52279,220,94
4867,52281,5655,138
4868,52283,441,121
4869,52285,68,44
4870,52287,1761,137
4871,52299,69,46
4872,52321,231,91
4873,52328,4721,137
4874,52356,76,38
4875,52365,7,7
4876,52375,344,95
4877,52418,14,12
4878,52427,13,12
4879,52443,75,53
4880,52448,208,85
4881,52456,413,114
4882,52458,2538,136
4883,52460,346,109
4884,52462,416,111
4885,52545,55,39
4886,52548,17,16
4887,52551,38,27
4888,52561,26,20
4889,52579,987,127
4890,52583,37,27
4891,52591,200,81
4892,52604,2917,138
4893,52606,353,107
4894,52617,20,13
4895,52644,770,125
4896,52668,380,113
4897,52672,14,10
4898,52694,1276,128
4899,52704,2,2
4900,52709,24,18
4901,52712,347,106
4902,52715,101,59
4903,52717,336,109
4904,52722,8314,138
4905,52724,161,75
4906,52730,89,44
4907,52773,4,4
4908,52781,11,10
4909,52784,56,36
4910,52796,8,7
4911,52804,6,5
4912,52806,325,88
4913,52838,127,51
4914,52845,35,26
4915,52858,17,15
4916,52865,28,22
4917,52867,208,80
4918,52872,16,11
4919,52885,2479,131
4920,52891,26,23
4921,52927,59,45
4922,52929,119,65
4923,52942,12,8
4924,52950,724,120
4925,52952,1790,129
4926,52956,7,6
4927,52967,559,112
4928,52973,8612,137
4929,52975,2208,136
4930,52980,21,15
4931,53000,6177,137
4932,53002,270,104
4933,53004,158,74
4934,53024,367,99
4935,53046,35,27
4936,53084,8,8
4937,53121,4735,137
4938,53123,3306,137
4939,53125,11762,137
4940,53127,337,113
4941,53129,2306,137
4942,53131,79,57
4943,53133,57,38
4944,53138,212,81
4945,53140,240,85
4946,53143,86,53
4947,53154,34,19
4948,53161,449,115
4949,53183,35,29
4950,53187,3,3
4951,53189,481,120
4952,53207,908,125
4953,53280,56,40
4954,53282,28,16
4955,53318,1570,131
4956,53322,7867,136
4957,53326,213,94
4958,53342,15,11
4959,53349,82,43
4960,53352,59,43
4961,53355,49,37
4962,53406,64,35
4963,53416,12,10
4964,53435,779,129
4965,53447,421,110
4966,53460,1212,126
4967,53464,3868,136
4968,53466,233,97
4969,53468,707,132
4970,53476,22,17
4971,53498,39,27
4972,53519,4695,129
4973,53550,1402,133
4974,53569,49,30
4975,53574,100,48
4976,53578,142,71
4977,53584,24,17
4978,53592,62,38
4979,53600,8,5
4980,53651,8,6
4981,53741,20,12
4982,53752,29,23
4983,53766,47,33
4984,53769,184,84
4985,53788,101,57
4986,53808,75,39
4987,53839,8,6
4988,53847,8,6
4989,53859,114,57
4990,53883,216,92
4991,53885,20,17
4992,53894,2814,135
4993,53906,97,43
4994,53912,17,13
4995,53921,304,99
4996,53953,4221,135
4997,53956,1937,134
4998,53963,7,6
4999,53972,7073,136
5000,53974,566,124
5001,53988,171,75
5002,53993,2718,136
5003,53996,10415,136
5004,53999,202,86
5005,54001,14349,136
5006,54004,1650,134
5007,54075,210,91
5008,54094,144,63
5009,54116,124,59
5010,54144,21,19
5011,54171,44,32
5012,54185,79,49
5013,54190,2551,133
5014,54193,115,64
5015,54196,75,48
5016,54243,17,13
5017,54248,30,23
5018,54251,13,11
5019,54254,16,13
5020,54256,1139,135
5021,54259,7019,134
5022,54268,46,34
5023,54270,122,76
5024,54272,9639,135
5025,54274,236,96
5026,54276,895,131
5027,54278,222,89
5028,54281,1140,131
5029,54284,30,21
5030,54286,21677,135
5031,54290,232,102
5032,54326,2,2
5033,54328,115,64
5034,54331,321,100
5035,54341,15,9
5036,54349,30,20
5037,54354,11,11
5038,54372,988,129
5039,54378,56,28
5040,54419,42,34
