,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,release,movieId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,Western
447,80131167,Movie,Elizabeth at 90: A Family Tribute,John Bridcut,,United Kingdom,"May 22, 2017",2016,TV-G,90 min,Documentaries,A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday.,2016,188569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,80038335,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Jen Kirkman,United States,"May 22, 2015",2015,TV-MA,78 min,Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.",2015,135695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
449,70143369,Movie,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Art Malik, Eileen Page, Amanda Clayton, Davood Ghadami, Daniel O'Meara, Jill Baker, Josh Daugherty, Oliver Boot, Philip Arditti, Arkie Reece, Joe Billingiere, Don Stark, Darwin Shaw, Figs Jackman, David Schwimmer, Emma Clifford, Christopher Goodman, Cate Fowler, Sean Carrigan, Dusty Sorg, Steven Cree, Phil Cheadle, Holly Weston, Nicholas Woodeson, Rupert Frazer, Edmund Kente",United States,"May 2, 2019",2012,PG-13,133 min,"Action & Adventure, Sci-Fi & Fantasy","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",2012,93363,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,70259801,Movie,Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",United States,"May 2, 2019",2013,R,119 min,Action & Adventure,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.,2013,101362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451,80990658,Movie,Jailbreak,Jimmy Henderson,"Jean-Paul Ly, Dara Our, Tharoth Sam, Dara Phang, Celine Tran, Savin Phillip, Sok Visal",Cambodia,"May 2, 2018",2017,TV-MA,92 min,"Action & Adventure, International Movies",Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.,2017,187867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,80117082,Movie,Two Lovers and a Bear,Kim Nguyen,"Dane DeHaan, Tatiana Maslany, Gordon Pinsent, John Ralston",Canada,"May 2, 2017",2016,R,95 min,"Dramas, Independent Movies, Romantic Movies",A troubled couple living near the North Pole begins a perilous journey south in an attempt to find peace and vanquish ghosts from the past.,2016,168576,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
453,80182919,Movie,Small Town Crime,"Ian Nelms, Eshom Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,"May 19, 2018",2017,R,92 min,Thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer – an act of self-redemption that takes him down a dark path.",2017,183323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
454,80142223,Movie,Laerte-se,"Lygia Barbosa da Silva, Eliane Brum",Laerte Coutinho,Brazil,"May 19, 2017",2017,TV-MA,101 min,"Documentaries, International Movies, LGBTQ Movies","After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman.",2017,181607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
455,80028529,Movie,Tinker Bell and the Legend of the NeverBeast,Steve Loter,"Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu, Pamela Adlon, Raven-Symoné, Megan Hilty, Kari Wahlgren, Anjelica Huston, Jeff Corwin, Olivia Holt, Thomas Lennon, Chloe Bennet, Danai Gurira, Grey DeLisle, Peter Michael",United States,"May 17, 2015",2014,G,78 min,Children & Family Movies,"When suspicious scout fairies scheme to capture the fearsome-looking NeverBeast, Tinker Bell and Fawn set out to save the wondrous creature.",2014,132630,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
456,70142827,Movie,Limitless,Neil Burger,"Bradley Cooper, Abbie Cornish, Robert De Niro, Andrew Howard, Anna Friel, Johnny Whitworth, Tomas Arana, Robert John Burke, Darren Goldstein, T.V. Carpio",United States,"May 16, 2019",2011,PG-13,105 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers","With his writing career dragging, Eddie Morra finds his life turning around after he takes a drug that provides astonishing mental focus.",2011,84152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
457,70117577,Movie,Take Me Home Tonight,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Chris Pratt, Michael Biehn, Jeanie Hackett, Lucy Punch, Michelle Trachtenberg, Demetri Martin","United States, Germany","May 16, 2019",2011,R,97 min,"Comedies, Romantic Movies","Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life.",2011,84950,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
458,70158421,Movie,Action Replayy,Vipul Amrutlal Shah,"Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher, Neha Dhupia, Rannvijay Singh, Aditya Roy Kapoor, Randhir Kapoor, Sudeepa Singh, Alok Kumar, Rajpal Yadav",India,"May 16, 2018",2010,TV-PG,129 min,"Children & Family Movies, Comedies, International Movies","Vipul Amrutlal Shah directs this sci-fi rom-com that stars Akshay Kumar and Aishwarya Rai as Kishen and Mala, a married couple who are so miserable, they inspire their son, Bunty, to go back in time and make his parents fall in love.",2010,182705,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
459,20258084,Movie,Andaz Apna Apna,Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor, Paresh Rawal, Viju Khote, Shehzad Khan, Deven Verma, Jagdeep, Mehmood",India,"May 16, 2018",1994,TV-PG,160 min,"Comedies, Cult Movies, International Movies","Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage.",1994,133767,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
460,80097814,Movie,Christine,Antonio Campos,"Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia, J. Smith-Cameron, Timothy Simons, Kim Shaw, John Cullum, Morgan Spector, Jayson Warner Smith","United Kingdom, United States","May 16, 2017",2016,R,119 min,"Dramas, Independent Movies","In a film based on true events, an awkward but ambitious TV reporter struggles to adapt when she's ordered to focus on violent and salacious stories.",2016,163971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
461,70111279,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,"Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shanker Pandey, Pushkar Jog, Kulbhushan Kharbanda",India,"May 15, 2019",2008,TV-14,128 min,"Comedies, Dramas, International Movies",A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.,2008,153822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,70035357,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean",India,"May 15, 2019",2005,TV-14,165 min,"Comedies, International Movies, Music & Musicals","Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",2005,152982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
463,70153178,Movie,Once Upon a Time in Mumbaai,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Imran Hasnee, Dhiru Dwivedi",India,"May 15, 2019",2010,NR,133 min,"Dramas, International Movies, Music & Musicals","Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime.",2010,137112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
464,70073018,Movie,Shootout at Lokhandwala,Apoorva Lakhia,"Sanjay Dutt, Sunil Shetty, Amitabh Bachchan, Arbaaz Khan, Abhishek Bachchan, Diya Mirza, Aarti Chhabria, Tusshar Kapoor, Vivek Oberoi, Neha Dhupia, Rohit Roy, Aditya Lakhia, Ravi Gossain, Shabbir Ahluwalia, Akhilendra Mishra, Amrita Singh",India,"May 15, 2019",2007,UR,116 min,"Action & Adventure, Dramas, International Movies","Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",2007,135797,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
465,80243408,Movie,Aiyaary,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar",India,"May 15, 2018",2018,TV-14,158 min,"Action & Adventure, Dramas, International Movies","When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",2018,184551,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
466,70253596,Movie,Only God Forgives,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown, Yayaying Rhatha Phongam, Tom Burke, Sahajak Boonthanakit, Pitchawat Petchayahon, Charlie Ruedpokanon, Kowit Wattanakul, Wannisa Peungpa, Narucha Chaimareung","Denmark, France, United States, Sweden","May 15, 2018",2013,R,90 min,"Cult Movies, Independent Movies, Thrillers","When a cop kills the brother of an expat American gangster who runs a Bangkok fight club, his crime-boss mother flies in to supervise revenge.",2013,102684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467,80157133,Movie,Chamatkar,Rajiv Mehra,"Shah Rukh Khan, Naseeruddin Shah, Urmila Matondkar, Malvika Tiwari, Shammi Kapoor, Deven Verma, Tinnu Anand, Anjana Mumtaz, Anjan Srivastav, Rakesh Bedi",India,"May 15, 2017",1992,TV-14,164 min,"Comedies, International Movies, Sci-Fi & Fantasy","A village schoolteacher and the ghost of a murdered man, who were both betrayed by those closest to them, join forces to help each other.",1992,146182,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
468,80157083,Movie,Kabhi Haan Kabhi Naa,Kundan Shah,"Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri, Satish Shah, Anjan Srivastav, Goga Kapoor, Tiku Talsania, Ravi Baswani, Naseeruddin Shah",India,"May 15, 2017",1994,TV-14,151 min,"Comedies, Dramas, International Movies",A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.,1994,112501,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
469,80104330,Movie,Attacking the Devil: Harold Evans and the Last Nazi War Crime,"David Morris, Jacqui Morris",Harold Evans,United Kingdom,"May 15, 2016",2014,TV-14,102 min,"Documentaries, International Movies",Intrepid newspaper editor Harold Evans wages an ongoing battle to expose the truth about a dangerous drug and obtain compensation for its victims.,2014,177527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
470,80186940,Movie,Ali Wong: Hard Knock Wife,Jay Karas,Ali Wong,United States,"May 13, 2018",2018,TV-MA,64 min,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",2018,188477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
471,80120740,Movie,Wild Oats,Andy Tennant,"Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman, Matt Walsh, Jay Hayden, Rebecca Da Costa, Demi Moore","United States, Germany","May 13, 2017",2016,PG-13,86 min,Comedies,"When insurance accidentally pays her millions, retired teacher Eva and her pal Maddie head to the Canary Islands for the adventure of their lives.",2016,165139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,80114666,Movie,Get Me Roger Stone,"Dylan Bank, Daniel DiMauro, Morgan Pehme",Roger Stone,United States,"May 12, 2017",2017,TV-MA,101 min,Documentaries,"Examine the rise, fall and rebirth of political operative Roger Stone, who's been an influential member of Team Trump for decades.",2017,172461,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,80157866,Movie,Mindhorn,Sean Foley,"Julian Barratt, Andrea Riseborough, Essie Davis, Russell Tovey, Simon Farnaby, Steve Coogan, Richard McCabe, David Schofield, Nicholas Farrell, Jessica Barden",United Kingdom,"May 12, 2017",2017,TV-MA,88 min,"Comedies, Cult Movies, Independent Movies","When a twisted killer tells the police he'll only speak to a fictional 1980s TV detective, the washed-up actor who played him takes the gig.",2017,171881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474,80161029,Movie,Sahara,Pierre Coré,"Robert Naylor, Angela Galuppo, Daniel Brochu, Mark Hauser, Andrew Shaver, Mathew Mackay, Richard Dumont, Brady Moffatt, Rick Jones, Nadia Verrucci, Sonja Ball","France, Canada","May 12, 2017",2017,TV-Y7,86 min,Children & Family Movies,"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.",2017,175753,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
475,70242536,Movie,The Great Magician,Yee Tung-Shing,"Tony Leung Chiu Wai, Lau Ching Wan, Zhou Xun, Wu Gang, Ni Yan, Paul Chun, Kenya Sawada, Lam Suet","Hong Kong, China","May 11, 2019",2011,TV-PG,128 min,"Action & Adventure, Comedies, Dramas","In 1920s Beijing, a host of talented performers gather to show off their skills. The challenge: reproduce a magic trick called the Eight Immortals.",2011,112625,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
476,80143556,Movie,The Kissing Booth,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald","United Kingdom, United States","May 11, 2018",2018,TV-14,105 min,"Comedies, Romantic Movies","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",2018,187613,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
477,70261058,Movie,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,"May 10, 2017",2012,TV-14,151 min,"Comedies, International Movies, Music & Musicals","An outspoken, imaginative girl from a conservative family pursues her dream man while fending off the prospect of an arranged marriage.",2012,175559,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
478,80057278,Movie,Gabbar Is Back,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",India,"May 10, 2017",2015,TV-14,128 min,"Action & Adventure, Dramas, International Movies","After a vengeful college professor targets corruption in the government, he adopts the name ""Gabbar"" and becomes a hero to a weary public.",2015,135500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
479,80165853,Movie,Michael,Ribhu Dasgupta,"Naseeruddin Shah, Mahie Gill, Sabyasachi Chakrabarty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",India,"May 10, 2017",2011,TV-MA,86 min,"Dramas, Independent Movies, International Movies","After a dedicated cop accidentally kills a 12-year-old boy, he's fired, harassed and forced to take menial work as he tries to keep his life together.",2011,97423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
480,80082660,Movie,The Apostate,Federico Veiroj,"Álvaro Ogalla, Marta Larralde, Bárbara Lennie, Vicky Peña, Juan Calot, Kaiet Rodriguez, Andrés Gertrúdix, Joaquín Climent, Álvaro Roig, Tino Martinez, Mercedes Hoyos","Spain, France, Uruguay","May 10, 2017",2015,TV-MA,80 min,"Comedies, Dramas, International Movies",A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.,2015,169690,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
481,80028359,Movie,Russell Madness,Robert Vince,"David Milchard, John Ratzenberger, Will Sasso, Mason Vale Cotton, John Hennigan, Sean Giambrone, Charles Robinson, Mckenna Grace, Kate Reinders, Fred Willard",United States,"May 10, 2015",2015,PG,93 min,"Children & Family Movies, Comedies, Sports Movies","A spunky terrier named Russell with serious wrestling chops becomes a sports phenomenon with the help of his coach, a monkey named Hunk.",2015,136804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,70270364,Movie,Snowpiercer,Bong Joon Ho,"Chris Evans, Song Kang-ho, Ed Harris, John Hurt, Tilda Swinton, Jamie Bell, Octavia Spencer, Ewen Bremner, Alison Pill, Adnan Haskovic, Vlad Ivanov, Ko A-sung, Luke Pasqualino","South Korea, Czech Republic","May 1, 2019",2013,R,126 min,"Action & Adventure, Cult Movies, International Movies",The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,2013,107406,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
483,80232330,Movie,Darc,Julius R. Nasso,"Tony Schiena, Armand Assante, Kippei Shiina, Sho Ikushima, Vienna Hehir, Tetsu Watanabe, Grand Master John U. Kim, Dawn Olivieri",United States,"May 1, 2018",2018,TV-MA,98 min,"Action & Adventure, Independent Movies","To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",2018,188459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,80170875,Movie,God's Own Country,Francis Lee,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",United Kingdom,"May 1, 2018",2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.",2017,169218,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
485,80990815,Movie,Gurgaon,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna, Shalini Vatsa",India,"May 1, 2018",2017,TV-14,106 min,"Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",2017,190761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
486,80990829,Movie,Jewel's Catch One,C. Fitz,Jewel Thais-Williams,United States,"May 1, 2018",2016,NR,84 min,"Documentaries, LGBTQ Movies","The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.",2016,185441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
487,80238110,Movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,John Mulaney,United States,"May 1, 2018",2018,TV-MA,65 min,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",2018,187531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,80224106,Movie,My Perfect Romance,Justin G. Dyck,"Kimberly-Sue Murray, Christopher Russell, Lauren Holly, Jodie Sweetin, Morgan Fairchild",Canada,"May 1, 2018",2018,PG,92 min,"International Movies, Romantic Movies","Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs.",2018,188179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
489,80206732,Movie,Nibunan,Arun Vaidyanathan,"Arjun, Prasanna, Varalakshmi Sarathkumar, Sruthi Hariharan, Vaibhav Reddy, Suman, Suhasini, Krishna Sekhar",India,"May 1, 2018",2017,TV-14,124 min,"Action & Adventure, Dramas, International Movies","With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way.",2017,189883,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
490,80223149,Movie,The Carter Effect,Sean Menard,Vince Carter,United States,"May 1, 2018",2017,TV-14,60 min,"Documentaries, Sports Movies","Featuring eight-time NBA All-Star Vince Carter, this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene.",2017,189525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
491,80233962,Movie,Toc Toc,Vicente Villanueva,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero, Adrián Lastra, Oscar Martínez, Inma Cuevas, Ana Rujas, Carolina Lapausa",Spain,"May 1, 2018",2017,TV-MA,96 min,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks.",2017,188067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,80134149,Movie,A Kind of Murder,Andy Goddard,"Patrick Wilson, Jessica Biel, Vincent Kartheiser, Haley Bennett, Eddie Marsan, Jon Osbeck, Radek Lord, Christine Dye",United States,"May 1, 2017",2016,R,96 min,Thrillers,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead.",2016,166544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
493,70275753,Movie,Bombay Talkies,"Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Amitabh Bachchan, Ranvir Shorey, Katrina Kaif, Diana Penty",India,"May 1, 2017",2013,TV-14,123 min,"Dramas, International Movies","A gay man deals with his sexuality, a struggling actor has an epiphany, a boy becomes a dancer, and a man tries to fulfill his father's dying wish.",2013,134330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,70295762,Movie,Boss,Anthony D'Souza,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johnny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",India,"May 1, 2017",2013,NR,139 min,"Action & Adventure, Comedies, International Movies","Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help.",2013,154346,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
495,80165850,Movie,Dharam Sankat Mein,Fuwad Khan,"Paresh Rawal, Annu Kapoor, Alka Badola Kaushal, Auritra Ghosh, Manoj Raghubir Sharma, Rushita Pandya, Murli Sharma, Naseeruddin Shah",India,"May 1, 2017",2015,TV-PG,127 min,"Comedies, International Movies","After learning he was adopted from a Muslim couple, a Hindu man seeks his birth father but finds he must confront his bigotry to realize his quest.",2015,144684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,80103372,Movie,Don't Think Twice,Mike Birbiglia,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethard, Richard Masur, Tami Sagher, Erin Darke",United States,"May 1, 2017",2016,R,92 min,"Comedies, Dramas, Independent Movies",Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.,2016,157268,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
497,80068117,Movie,Drishyam,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",India,"May 1, 2017",2015,TV-14,162 min,"Dramas, International Movies, Thrillers",An unexceptional man becomes a murder suspect when the son of a high-ranking police official who harassed his daughter goes missing.,2015,141702,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
498,80095094,Movie,Harry Benson: Shoot First,"Justin Bare, Matthew Miele",Harry Benson,United States,"May 1, 2017",2016,NR,90 min,Documentaries,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities.",2016,175801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499,80015785,Movie,Mary Kom,Omung Kumar,"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",India,"May 1, 2017",2014,TV-14,120 min,"Dramas, International Movies, Sports Movies",The daughter of a poor rice farmer overcomes the objections of her father and the demands of a male-dominated society to pursue a career in boxing.,2014,148070,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500,80165854,Movie,Pyaar Ka Punchnama,Luv Ranjan,"Kartik Aaryan, Divyendu Sharma, Raayo S. Bakhirta, Nushrat Bharucha, Sonalli Sehgall, Ishita Raj",India,"May 1, 2017",2011,TV-14,149 min,"Comedies, Dramas, International Movies",Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.,2011,103050,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
501,80083589,Movie,Pyaar Ka Punchnama 2,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgall, Sunny Singh, Ishita Raj, Omkar Kapoor",India,"May 1, 2017",2015,TV-MA,136 min,"Comedies, Dramas, International Movies",Three young bachelors find the reality of relationships to be far removed from the idea of true romance that they had once pursued.,2015,144984,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
502,80032081,Movie,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,"May 1, 2017",2014,TV-MA,138 min,"Comedies, Dramas, International Movies",A jilted bride decides to go on her European honeymoon anyway – by herself – and ends up embarking on a journey of self-discovery.,2014,135875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
503,17457962,Movie,Raja Hindustani,Dharmesh Darshan,"Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johnny Lever, Navneet Nishan, Veeru Krishnan, Kunal Khemu, Pramod Moutho, Mohnish Bahl",India,"May 1, 2017",1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies","When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities.",1996,146234,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
504,80165855,Movie,Shaitan,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Rajit Kapoor, Nikhil Chinappa, Rajkummar Rao",India,"May 1, 2017",2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies","When they're blackmailed after a hit-and-run, a troubled rich girl and her wild friends stage a fake kidnapping with a plan to collect the ransom.",2011,135789,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
505,70273637,Movie,Special 26,Neeraj Pandey,"Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishor Kadam, Neeru Bajwa, Deepraj Rana, Neetu Singh",India,"May 1, 2017",2013,TV-PG,137 min,"Dramas, International Movies, Thrillers","In this fact-based crime drama, a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler.",2013,105343,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
