movieId,title,release,title_lower,new_title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,Western
72720,"Single Man, A",2009.0,"single man, a",a single man,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72722,Kill Switch,2008.0,kill switch,kill switch,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
72724,Driven to Kill,2009.0,driven to kill,driven to kill,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
72726,Morphia (Morfiy),2008.0,morphia (morfiy),morphia (morfiy),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72731,"Lovely Bones, The",2009.0,"lovely bones, the",the lovely bones,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
72733,Invictus,2009.0,invictus,invictus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72735,Carla's Song,1996.0,carla's song,carla's song,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
72737,"Princess and the Frog, The",2009.0,"princess and the frog, the",the princess and the frog,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
72741,Everybody's Fine,2009.0,everybody's fine,everybody's fine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72762,Armored,2009.0,armored,armored,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
72764,Transylmania,2009.0,transylmania,transylmania,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
72781,Red Chapel (Røde kapel),2006.0,red chapel (røde kapel),red chapel (røde kapel),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
72787,Doghouse,2009.0,doghouse,doghouse,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
72815,Recipes for Disaster,2008.0,recipes for disaster,recipes for disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72822,Munyurangabo,2007.0,munyurangabo,munyurangabo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72833,"Art of Travel, The",2008.0,"art of travel, the",the art of travel,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
72874,"Peacekeeper, The",1997.0,"peacekeeper, the",the peacekeeper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72899,Blissfully Yours (Sud sanaeha),2002.0,blissfully yours (sud sanaeha),blissfully yours (sud sanaeha),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
72904,Colossal Youth (Juventude Em Marcha),2006.0,colossal youth (juventude em marcha),colossal youth (juventude em marcha),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72913,Disco and Atomic War (Disko ja tuumasõda),2009.0,disco and atomic war (disko ja tuumasõda),disco and atomic war (disko ja tuumasõda),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72919,Did You Hear About the Morgans?,2009.0,did you hear about the morgans?,did you hear about the morgans?,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
72927,Donkey Xote,2007.0,donkey xote,donkey xote,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72929,"Art of Dying, The (El Arte de Morir)",2000.0,"art of dying, the (el arte de morir)",the (el arte de morir) art of dying,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
72947,Make the Yuletide Gay,2009.0,make the yuletide gay,make the yuletide gay,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
72949,Faith Like Potatoes,2006.0,faith like potatoes,faith like potatoes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72953,Less of Sugar (Cheeni Kum),2007.0,less of sugar (cheeni kum),less of sugar (cheeni kum),0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
72956,How 2 Build a Rapper,2008.0,how 2 build a rapper,how 2 build a rapper,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72958,Mum & Dad,2008.0,mum & dad,mum & dad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72960,Nasty Old People,2009.0,nasty old people,nasty old people,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72980,Veronika Decides to Die,2009.0,veronika decides to die,veronika decides to die,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
72982,Alice,2009.0,alice,alice,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72998,Avatar,2009.0,avatar,avatar,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73000,Nine,2009.0,nine,nine,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
73002,Hard Luck,2006.0,hard luck,hard luck,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
73008,"Officer's Ward (chambre des officiers, La)",2001.0,"officer's ward (chambre des officiers, la)",la) officer's ward (chambre des officiers,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73010,You Are So Beautiful (Je vous trouve très beau),2005.0,you are so beautiful (je vous trouve très beau),you are so beautiful (je vous trouve très beau),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
73015,It's Complicated,2009.0,it's complicated,it's complicated,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
73017,Sherlock Holmes,2009.0,sherlock holmes,sherlock holmes,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
73023,Crazy Heart,2009.0,crazy heart,crazy heart,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73025,"Art of War II: Betrayal, The",2008.0,"art of war ii: betrayal, the",the art of war ii: betrayal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73027,"Last Station, The",2009.0,"last station, the",the last station,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73042,Alvin and the Chipmunks: The Squeakquel,2009.0,alvin and the chipmunks: the squeakquel,alvin and the chipmunks: the squeakquel,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
73049,Uncertainty,2009.0,uncertainty,uncertainty,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
73051,Guru,2007.0,guru,guru,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73060,Film Geek,2005.0,film geek,film geek,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73089,Beyond a Reasonable Doubt,2009.0,beyond a reasonable doubt,beyond a reasonable doubt,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
73099,"Profit, The",2001.0,"profit, the",the profit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73101,Looking for Eric,2009.0,looking for eric,looking for eric,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love),2009.0,american pie presents: the book of love (american pie 7: the book of love),american pie presents: the book of love (american pie 7: the book of love),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73121,"Minion, The",1998.0,"minion, the",the minion,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
73123,Sweepers,1998.0,sweepers,sweepers,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73133,Not Your Typical Bigfoot Movie,2008.0,not your typical bigfoot movie,not your typical bigfoot movie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73135,"Good Life, The",2007.0,"good life, the",the good life,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
73148,Bridge of Dragons,1999.0,bridge of dragons,bridge of dragons,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
73150,Storm Catcher,1999.0,storm catcher,storm catcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73162,Jill the Ripper (Jill Rips),2000.0,jill the ripper (jill rips),jill the ripper (jill rips),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
73165,Pronto,1997.0,pronto,pronto,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
73168,Carriers,2009.0,carriers,carriers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
73170,Aaja Nachle,2007.0,aaja nachle,aaja nachle,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
73208,Piter FM,2006.0,piter fm,piter fm,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
73211,Pontypool,2008.0,pontypool,pontypool,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
73224,Playmobil: The Secret of Pirate Island,2009.0,playmobil: the secret of pirate island,playmobil: the secret of pirate island,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
73226,Big Pun: The Legacy,2008.0,big pun: the legacy,big pun: the legacy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73228,Agent Red,2000.0,agent red,agent red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73230,"Last Warrior, The (Last Patrol, The)",2000.0,"last warrior, the (last patrol, the)",the) last warrior the (last patrol,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73232,"Girl in the Park, The",2007.0,"girl in the park, the",the girl in the park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73234,Command Performance,2009.0,command performance,command performance,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
73236,Direct Contact,2009.0,direct contact,direct contact,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73240,"Matriarch, The (Lieksa!)",2007.0,"matriarch, the (lieksa!)",the (lieksa!) matriarch,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
73266,Youth in Revolt,2009.0,youth in revolt,youth in revolt,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
73268,Daybreakers,2010.0,daybreakers,daybreakers,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
73270,"Milk of Sorrow, The (Teta asustada, La)",2009.0,"milk of sorrow, the (teta asustada, la)",la) milk of sorrow the (teta asustada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73276,"Age of Stupid, The",2009.0,"age of stupid, the",the age of stupid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73284,Missionary Man,2007.0,missionary man,missionary man,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
73286,Diamond Dogs,2007.0,diamond dogs,diamond dogs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),2009.0,hachiko: a dog's story (a.k.a. hachi: a dog's tale),hachiko: a dog's story (a.k.a. hachi: a dog's tale),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73314,10 MPH,2007.0,10 mph,10 mph,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73319,Leap Year,2010.0,leap year,leap year,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
73321,"Book of Eli, The",2010.0,"book of eli, the",the book of eli,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)",2009.0,"girl who kicked the hornet's nest, the (luftslottet som sprängdes)",the (luftslottet som sprängdes) girl who kicked the hornet's nest,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
73328,Tickets,2005.0,tickets,tickets,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
73344,"Prophet, A (Un Prophète)",2009.0,"prophet, a (un prophète)",a (un prophète) prophet,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
73365,Dead Time: Kala,2007.0,dead time: kala,dead time: kala,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
73386,Staten Island,2009.0,staten island,staten island,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
73390,Princess,2006.0,princess,princess,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
73392,Collapse,2009.0,collapse,collapse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73399,Last Resort,2000.0,last resort,last resort,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73401,"Yacoubian Building, The (Omaret yakobean)",2006.0,"yacoubian building, the (omaret yakobean)",the (omaret yakobean) yacoubian building,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73411,MGS: Philanthropy,2009.0,mgs: philanthropy,mgs: philanthropy,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73413,My One and Only,2009.0,my one and only,my one and only,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
73416,"Birdsong (Cant dels ocells, El)",2008.0,"birdsong (cant dels ocells, el)",el) birdsong (cant dels ocells,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73431,"Maiden Heist, The",2009.0,"maiden heist, the",the maiden heist,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
73442,Hidden Agenda,2001.0,hidden agenda,hidden agenda,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
73444,Detention,2003.0,detention,detention,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
73453,One Shot,2004.0,one shot,one shot,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73464,Direct Action,2004.0,direct action,direct action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
73466,"Defender, The",2004.0,"defender, the",the defender,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73469,Mr. Warmth: The Don Rickles Project,2007.0,mr. warmth: the don rickles project,mr. warmth: the don rickles project,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73472,Shooting War,2000.0,shooting war,shooting war,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73475,Semper Fi,2001.0,semper fi,semper fi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73478,Puppet Master: The Legacy (Puppet Master 8),2004.0,puppet master: the legacy (puppet master 8),puppet master: the legacy (puppet master 8),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73488,Blood: The Last Vampire,2009.0,blood: the last vampire,blood: the last vampire,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
73492,Liverpool,2008.0,liverpool,liverpool,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73504,"Duchess of Langeais, The (a.k.a. Don't Touch the Axe) (Ne touchez pas la hache)",2007.0,"duchess of langeais, the (a.k.a. don't touch the axe) (ne touchez pas la hache)",the (a.k.a. don't touch the axe) (ne touchez pas la hache) duchess of langeais,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73511,Horsemen,2009.0,horsemen,horsemen,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
73513,"Swades: We, the People (Our Country)",2004.0,"swades: we, the people (our country)",the people (our country) swades: we,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73515,Bart Got a Room,2008.0,bart got a room,bart got a room,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
73523,Jerichow,2008.0,jerichow,jerichow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73529,God’s Wedding (As Bodas de Deus),1999.0,god’s wedding (as bodas de deus),god’s wedding (as bodas de deus),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73533,Harmful Insect (Gaichu),2001.0,harmful insect (gaichu),harmful insect (gaichu),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73572,"My Son, My Son, What Have Ye Done",2009.0,"my son, my son, what have ye done",what have ye done my son my son,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
73581,Fire-Eater (Tulennielijä),1998.0,fire-eater (tulennielijä),fire-eater (tulennielijä),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73587,Soul Kitchen,2009.0,soul kitchen,soul kitchen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73590,Quiet Chaos (Caos calmo),2008.0,quiet chaos (caos calmo),quiet chaos (caos calmo),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73617,Altiplano,2009.0,altiplano,altiplano,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73664,Dragon Hunters (Chasseurs de dragons),2008.0,dragon hunters (chasseurs de dragons),dragon hunters (chasseurs de dragons),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
73668,"27 Club, The",2008.0,"27 club, the",the 27 club,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73676,Robin-B-Hood (Bo bui gai wak),2006.0,robin-b-hood (bo bui gai wak),robin-b-hood (bo bui gai wak),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
73681,"Concert, Le",2009.0,"concert, le",le concert,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
73708,Macheads,2009.0,macheads,macheads,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73710,Welcome to Macintosh,2008.0,welcome to macintosh,welcome to macintosh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73713,"Butterfly, The (Papillon, Le)",2002.0,"butterfly, the (papillon, le)",le) butterfly the (papillon,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
73718,"Other Man, The",2008.0,"other man, the",the other man,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73730,Wrong Turn at Tahoe,2009.0,wrong turn at tahoe,wrong turn at tahoe,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
73741,Ninja,2009.0,ninja,ninja,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
73744,If You Love (Jos rakastat),2010.0,if you love (jos rakastat),if you love (jos rakastat),0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
73754,"Queen and I, The (Drottningen och jag)",2008.0,"queen and i, the (drottningen och jag)",the (drottningen och jag) queen and i,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73759,Hellsing Ultimate OVA Series,2006.0,hellsing ultimate ova series,hellsing ultimate ova series,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
73776,Fighter,2007.0,fighter,fighter,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73804,Asterix at the Olympic Games (Astérix aux jeux olympiques),2008.0,asterix at the olympic games (astérix aux jeux olympiques),asterix at the olympic games (astérix aux jeux olympiques),0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
73808,"Chaser, The (Chugyeogja)",2008.0,"chaser, the (chugyeogja)",the (chugyeogja) chaser,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
73813,Flock of Dodos: The Evolution-Intelligent Design Circus,2006.0,flock of dodos: the evolution-intelligent design circus,flock of dodos: the evolution-intelligent design circus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73818,My Sex Life... or How I Got Into an Argument (Comment je me suis disputé... (ma vie sexuelle)),1996.0,my sex life... or how i got into an argument (comment je me suis disputé... (ma vie sexuelle)),my sex life... or how i got into an argument (comment je me suis disputé... (ma vie sexuelle)),0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
73820,Hannah Takes the Stairs,2007.0,hannah takes the stairs,hannah takes the stairs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73829,Mega Shark vs. Giant Octopus,2009.0,mega shark vs. giant octopus,mega shark vs. giant octopus,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73831,Mall Girls (Galerianki),2009.0,mall girls (galerianki),mall girls (galerianki),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73834,Pokrajina St.2,2008.0,pokrajina st.2,pokrajina st.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73858,"Dennis the Menace Christmas, A",2007.0,"dennis the menace christmas, a",a dennis the menace christmas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73860,Nowhere Boy,2009.0,nowhere boy,nowhere boy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73862,Note by Note: The Making of Steinway L1037,2007.0,note by note: the making of steinway l1037,note by note: the making of steinway l1037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73868,Garbage Warrior,2007.0,garbage warrior,garbage warrior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73870,"Thaw, The",2009.0,"thaw, the",the thaw,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
73872,"Living Room of the Nation, The (Kansakunnan olohuone)",2009.0,"living room of the nation, the (kansakunnan olohuone)",the (kansakunnan olohuone) living room of the nation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73874,Blood and Bone,2009.0,blood and bone,blood and bone,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73876,Undisputed II: Last Man Standing,2006.0,undisputed ii: last man standing,undisputed ii: last man standing,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
73879,Motocrossed,2001.0,motocrossed,motocrossed,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
73881,3 Idiots,2009.0,3 idiots,3 idiots,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
73885,Troubled Water (DeUsynlige),2008.0,troubled water (deusynlige),troubled water (deusynlige),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
73900,Hum Tum,2004.0,hum tum,hum tum,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
73929,Legion,2010.0,legion,legion,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
73983,"Maid, The (Nana, La)",2009.0,"maid, the (nana, la)",la) maid the (nana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74014,Silent Wedding (Nunta Muta),2008.0,silent wedding (nunta muta),silent wedding (nunta muta),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
74056,Thomas Pynchon: A Journey into the Mind of P.,2001.0,thomas pynchon: a journey into the mind of p.,thomas pynchon: a journey into the mind of p.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74061,Rahtree: Flower of the Night (Buppha Rahtree),2003.0,rahtree: flower of the night (buppha rahtree),rahtree: flower of the night (buppha rahtree),0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
74064,Beautiful,2009.0,beautiful,beautiful,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
74075,Stan Helsing,2009.0,stan helsing,stan helsing,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
74086,Forgiven,2007.0,forgiven,forgiven,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74111,Arn: The Kingdom at Road's End (Arn: Riket vid vägens slut),2008.0,arn: the kingdom at road's end (arn: riket vid vägens slut),arn: the kingdom at road's end (arn: riket vid vägens slut),1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
74115,Dante's Inferno Animated,2010.0,dante's inferno animated,dante's inferno animated,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
74129,Four Eyed Monsters,2005.0,four eyed monsters,four eyed monsters,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
74131,Extraordinary Measures,2010.0,extraordinary measures,extraordinary measures,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74135,Backwood Philosopher (Havukka-ahon ajattelija),2009.0,backwood philosopher (havukka-ahon ajattelija),backwood philosopher (havukka-ahon ajattelija),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
74139,"Red Baron, The (Der rote Baron)",2008.0,"red baron, the (der rote baron)",the (der rote baron) red baron,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
74148,More Than a Game,2008.0,more than a game,more than a game,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74150,Falling Up,2009.0,falling up,falling up,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
74152,Zach Galifianakis: Live at the Purple Onion,2006.0,zach galifianakis: live at the purple onion,zach galifianakis: live at the purple onion,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
74154,When in Rome,2010.0,when in rome,when in rome,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
74156,Edge of Darkness,2010.0,edge of darkness,edge of darkness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
74159,Ethan Mao,2004.0,ethan mao,ethan mao,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
74204,Mad Detective (Sun taam),2007.0,mad detective (sun taam),mad detective (sun taam),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
74228,Triangle,2009.0,triangle,triangle,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
74230,"Perfect Circle, The (Savrseni krug)",1997.0,"perfect circle, the (savrseni krug)",the (savrseni krug) perfect circle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74275,I Love You Phillip Morris,2009.0,i love you phillip morris,i love you phillip morris,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
74284,Nobody,2009.0,nobody,nobody,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74287,"Donner Party, The",2009.0,"donner party, the",the donner party,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
74297,Electric Shadows (Meng ying tong nian),2004.0,electric shadows (meng ying tong nian),electric shadows (meng ying tong nian),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74306,"Sun, The (Solntse)",2005.0,"sun, the (solntse)",the (solntse) sun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74317,Escape from Suburbia: Beyond the American Dream,2007.0,escape from suburbia: beyond the american dream,escape from suburbia: beyond the american dream,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74324,Temple Grandin,2010.0,temple grandin,temple grandin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74327,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie)",2008.0,"first day of the rest of your life, the (le premier jour du reste de ta vie)",the (le premier jour du reste de ta vie) first day of the rest of your life,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
74330,Wide Open Spaces,2009.0,wide open spaces,wide open spaces,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
74355,Serious Moonlight,2009.0,serious moonlight,serious moonlight,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
74370,"House of the Devil, The",2009.0,"house of the devil, the",the house of the devil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74404,"Hero: Love Story of a Spy, The",2003.0,"hero: love story of a spy, the",the hero: love story of a spy,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
74406,Lucky: No Time For Love,2005.0,lucky: no time for love,lucky: no time for love,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
74416,Fish Tank,2009.0,fish tank,fish tank,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74426,Mohabbatein,2000.0,mohabbatein,mohabbatein,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
74428,Absurdistan,2008.0,absurdistan,absurdistan,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
74431,Takva: A Man's Fear of God,2006.0,takva: a man's fear of god,takva: a man's fear of god,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74434,"Wounds, The (Rane)",1998.0,"wounds, the (rane)",the (rane) wounds,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
74446,"Hound of the Baskervilles, The",2000.0,"hound of the baskervilles, the",the hound of the baskervilles,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
74448,"Royal Scandal, The",2001.0,"royal scandal, the",the royal scandal,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
74450,Valentine's Day,2010.0,valentine's day,valentine's day,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
74452,"Wolfman, The",2010.0,"wolfman, the",the wolfman,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74456,Babysitter Wanted,2008.0,babysitter wanted,babysitter wanted,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74458,Shutter Island,2010.0,shutter island,shutter island,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
