,budget,company,country,director,gross,name,rating,released,runtime,score,star,votes,writer,release,movieId,title,title_lower,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,Western,profit,profit_margin
1585,50000000.0,Paramount Pictures,USA,Frank Marshall,81022101.0,Congo,PG-13,1995-06-09,109,5.1,Laura Linney,36705,Michael Crichton,1995,160,Congo,congo,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,31022101.0,0.3828844305086584
1586,16000000.0,Columbia Pictures Corporation,USA,Ang Lee,43182776.0,Sense and Sensibility,PG,1996-01-26,136,7.7,Emma Thompson,84237,Jane Austen,1995,17,Sense and Sensibility,sense and sensibility,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27182776.0,0.6294819026919437
1587,30250000.0,Metro-Goldwyn-Mayer (MGM),USA,Barry Sonnenfeld,72077000.0,Get Shorty,R,1995-10-20,105,6.9,Gene Hackman,66364,Elmore Leonard,1995,21,Get Shorty,get shorty,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,41827000.0,0.5803099463074213
1588,62000000.0,Universal Pictures,USA,Rob Reiner,65000000.0,The American President,PG-13,1995-11-17,114,6.8,Michael Douglas,45293,Aaron Sorkin,1995,11,"American President, The","american president, the",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3000000.0,0.046153846153846156
1589,25000000.0,Trilogy Entertainment Group,USA,Rachel Talalay,4064333.0,Tank Girl,R,1995-03-31,104,5.3,Lori Petty,26302,Alan Martin,1995,327,Tank Girl,tank girl,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-20935667.0,-5.151070790705387
1590,9500000.0,Caravan Pictures,USA,Victor Salva,30862146.0,Powder,PG-13,1995-10-27,111,6.6,Mary Steenburgen,25582,Victor Salva,1995,24,Powder,powder,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21362146.0,0.6921795392971053
1591,35000000.0,Metro-Goldwyn-Mayer (MGM),USA,Roger Donaldson,60074103.0,Species,R,1995-07-07,108,5.8,Natasha Henstridge,64667,Dennis Feldman,1995,196,Species,species,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25074103.0,0.417386223810949
1593,7000000.0,Columbia Pictures Corporation,USA,Robert Rodriguez,25625110.0,Desperado,R,1995-08-25,104,7.2,Antonio Banderas,147918,Robert Rodriguez,1995,163,Desperado,desperado,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18625110.0,0.7268304409229853
1595,42000000.0,Lightstorm Entertainment,USA,Kathryn Bigelow,7919000.0,Strange Days,R,1995-10-13,145,7.2,Ralph Fiennes,57697,James Cameron,1995,198,Strange Days,strange days,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-34081000.0,-4.303699962116429
1596,30000000.0,Morgan Creek Productions,USA,Steve Oedekerk,108385533.0,Ace Ventura: When Nature Calls,PG-13,1995-11-10,90,6.3,Jim Carrey,172305,Jack Bernstein,1995,19,Ace Ventura: When Nature Calls,ace ventura: when nature calls,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78385533.0,0.7232102922813509
1597,4000000.0,Miramax,USA,Allison Anders,4301331.0,Four Rooms,R,1995-12-25,98,6.7,Tim Roth,83723,Allison Anders,1995,18,Four Rooms,four rooms,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,301331.0,0.07005529218746476
1598,17000000.0,Hollywood Pictures,USA,Jon Turteltaub,81057016.0,While You Were Sleeping,PG,1995-04-21,103,6.7,Sandra Bullock,76882,Daniel G. Sullivan,1995,339,While You Were Sleeping,while you were sleeping,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64057016.0,0.7902710852321532
1600,70000000.0,Hollywood Pictures,USA,Danny Cannon,34693481.0,Judge Dredd,R,1995-06-30,96,5.5,Sylvester Stallone,95091,John Wagner,1995,173,Judge Dredd,judge dredd,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-35306519.0,-1.0176701207930101
1602,22000000.0,Universal Pictures,USA,John Carpenter,9417567.0,Village of the Damned,R,1995-04-28,99,5.6,Christopher Reeve,23569,John Wyndham,1995,332,Village of the Damned,village of the damned,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-12582433.0,-1.33605983371289
1604,17000000.0,Warner Bros.,USA,Alfonso Cuarón,10019307.0,A Little Princess,G,1995-05-19,97,7.7,Liesel Matthews,26945,Frances Hodgson Burnett,1995,262,"Little Princess, A","little princess, a",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-6980693.0,-0.6967241347131093
1605,12000000.0,Paramount Pictures,USA,Betty Thomas,46576136.0,The Brady Bunch Movie,PG-13,1995-02-17,90,5.9,Shelley Long,18224,Sherwood Schwartz,1995,585,"Brady Bunch Movie, The","brady bunch movie, the",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34576136.0,0.7423573308013357
1606,11000000.0,Havoc,UK,Tim Robbins,39387284.0,Dead Man Walking,R,1996-02-02,122,7.6,Susan Sarandon,77349,Helen Prejean,1995,36,Dead Man Walking,dead man walking,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28387284.0,0.7207220482630892
1607,25000000.0,Lancaster Gate,USA,Howard Deutch,69870000.0,Grumpier Old Men,PG-13,1995-12-22,101,6.6,Walter Matthau,20718,Mark Steven Johnson,1995,3,Grumpier Old Men,grumpier old men,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44870000.0,0.64219264348075
1610,20000000.0,Regency Enterprises,USA,Jon Amiel,32051917.0,Copycat,R,1995-10-27,123,6.6,Sigourney Weaver,45066,Ann Biderman,1995,22,Copycat,copycat,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,12051917.0,0.37601236144471484
1612,15000000.0,Twentieth Century Fox Film Corporation,USA,Bryan Spicer,37804616.0,Mighty Morphin Power Rangers: The Movie,PG,1995-06-30,95,5.1,Karan Ashley,21647,John Kamps,1995,181,Mighty Morphin Power Rangers: The Movie,mighty morphin power rangers: the movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22804616.0,0.6032230561474292
1613,50000000.0,Warner Bros.,USA,Wolfgang Petersen,67823573.0,Outbreak,R,1995-03-10,127,6.6,Dustin Hoffman,95549,Laurence Dworet,1995,292,Outbreak,outbreak,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,17823573.0,0.2627931884390697
1614,9000000.0,Pandora Filmproduktion,USA,Jim Jarmusch,1037847.0,Dead Man,R,1996-05-10,121,7.7,Johnny Depp,77407,Jim Jarmusch,1995,714,Dead Man,dead man,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-7962153.0,-7.671798444279359
1615,53000000.0,Hollywood Pictures,USA,Tony Scott,91400000.0,Crimson Tide,R,1995-05-12,116,7.3,Gene Hackman,86579,Michael Schiffer,1995,161,Crimson Tide,crimson tide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,38400000.0,0.4201312910284464
1616,24000000.0,Warner Bros.,USA,Clint Eastwood,71516617.0,The Bridges of Madison County,PG-13,1995-06-02,135,7.6,Clint Eastwood,58975,Richard LaGravenese,1995,105,"Bridges of Madison County, The","bridges of madison county, the",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,47516617.0,0.6644136564793046
1617,23000000.0,Hollywood Pictures,USA,John N. Smith,84919401.0,Dangerous Minds,R,1995-08-11,99,6.4,Michelle Pfeiffer,40880,LouAnne Johnson,1995,31,Dangerous Minds,dangerous minds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61919401.0,0.7291549430500576
1618,20000000.0,Columbia Pictures Corporation,USA,Gus Van Sant,21284514.0,To Die For,R,1995-10-06,106,6.8,Nicole Kidman,36974,Joyce Maynard,1995,45,To Die For,to die for,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1284514.0,0.06034969837695143
1620,6000000.0,Gramercy Pictures (I),USA,Kevin Smith,2122561.0,Mallrats,R,1995-10-20,94,7.2,Shannen Doherty,103484,Kevin Smith,1995,180,Mallrats,mallrats,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-3877439.0,-1.8267738830591913
1621,60000000.0,Warner Bros.,USA,Geoff Murphy,50024083.0,Under Siege 2: Dark Territory,R,1995-07-14,100,5.4,Steven Seagal,38220,Richard Hatem,1995,204,Under Siege 2: Dark Territory,under siege 2: dark territory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9975917.0,-0.19942228626159925
1622,25000000.0,TriStar Pictures,Canada,Robert Longo,19076000.0,Johnny Mnemonic,R,1995-05-26,100,5.6,Keanu Reeves,58885,William Gibson,1995,172,Johnny Mnemonic,johnny mnemonic,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-5924000.0,-0.3105472845460264
1624,20000000.0,Twentieth Century Fox Film Corporation,USA,Alfonso Arau,50012507.0,A Walk in the Clouds,PG-13,1995-08-11,102,6.7,Keanu Reeves,26520,Robert Mark Kamen,1995,207,"Walk in the Clouds, A","walk in the clouds, a",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30012507.0,0.6001000309782512
1625,15000000.0,Sweetland Films,USA,Woody Allen,6700000.0,Mighty Aphrodite,R,1995-11-10,95,7.1,Woody Allen,33697,Woody Allen,1995,52,Mighty Aphrodite,mighty aphrodite,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-8300000.0,-1.2388059701492538
1626,50000000.0,Warner Bros.,France,Richard Donner,30306268.0,Assassins,R,1995-10-06,132,6.3,Sylvester Stallone,67317,Lilly Wachowski,1995,23,Assassins,assassins,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-19693732.0,-0.6498237262337943
1627,58000000.0,Constellation Entertainment,Germany,Sydney Pollack,53672080.0,Sabrina,PG,1995-12-15,127,6.3,Harrison Ford,31451,Samuel A. Taylor,1995,7,Sabrina,sabrina,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-4327920.0,-0.08063633829730467
1628,28000000.0,United Artists,USA,Michael Caton-Jones,31600000.0,Rob Roy,R,1995-04-14,139,6.9,Liam Neeson,36234,Alan Sharp,1995,151,Rob Roy,rob roy,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3600000.0,0.11392405063291139
1629,55000000.0,Columbia Pictures Corporation,USA,Jerry Zucker,37600435.0,First Knight,PG-13,1995-07-07,134,5.9,Sean Connery,59052,Lorne Cameron,1995,168,First Knight,first knight,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-17399565.0,-0.46274903468537
1630,98000000.0,Beckner/Gorman Productions,USA,Renny Harlin,10017322.0,Cutthroat Island,PG-13,1995-12-22,124,5.6,Geena Davis,22527,Michael Frost Beckner,1995,15,Cutthroat Island,cutthroat island,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-87982678.0,-8.783053794217656
1631,22000000.0,Columbia Pictures Corporation,USA,Irwin Winkler,50727965.0,The Net,PG-13,1995-07-28,114,5.9,Sandra Bullock,51864,John Brancato,1995,185,"Net, The","net, the",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28727965.0,0.5663141622180192
1632,10000000.0,Caravan Pictures,USA,Albert Hughes,24200000.0,Dead Presidents,R,1995-10-06,119,6.8,Larenz Tate,16395,Allen Hughes,1995,42,Dead Presidents,dead presidents,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14200000.0,0.5867768595041323
1634,45000000.0,Columbia Pictures Corporation,USA,Frank Oz,35617599.0,The Indian in the Cupboard,PG,1995-07-14,96,5.9,Hal Scardino,22044,Lynne Reid Banks,1995,60,"Indian in the Cupboard, The","indian in the cupboard, the",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-9382401.0,-0.2634203669932945
1635,23000000.0,Hollywood Pictures,USA,Stephen Herek,82569971.0,Mr. Holland's Opus,PG,1996-01-19,143,7.3,Richard Dreyfuss,31602,Patrick Sheane Duncan,1995,62,Mr. Holland's Opus,mr. holland's opus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59569971.0,0.7214483701344645
1636,50000000.0,Allied Stars Ltd.,USA,Roland Joffé,10400000.0,The Scarlet Letter,R,1995-10-13,135,5.2,Demi Moore,12706,Nathaniel Hawthorne,1995,191,"Scarlet Letter, The","scarlet letter, the",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-39600000.0,-3.8076923076923075
1637,20000000.0,Eddie Murphy Productions,USA,Wes Craven,19751736.0,Vampire in Brooklyn,R,1995-10-27,100,4.5,Eddie Murphy,18359,Eddie Murphy,1995,93,Vampire in Brooklyn,vampire in brooklyn,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-248264.0,-0.01256922429501893
1639,15000000.0,Tapestry Films,USA,Michael Gottlieb,13406717.0,A Kid in King Arthur's Court,PG,1995-08-11,89,4.8,Thomas Ian Nicholas,4897,Michael Part,1995,258,"Kid in King Arthur's Court, A","kid in king arthur's court, a",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-1593283.0,-0.11884214457573766
1640,8000000.0,First Look International,USA,Gregory Widen,16115878.0,The Prophecy,R,1995-09-01,98,6.6,Christopher Walken,25657,Gregory Widen,1995,188,"Prophecy, The","prophecy, the",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8115878.0,0.5035951500749758
1641,30000000.0,Sandollar Productions,USA,Charles Shyer,76594000.0,Father of the Bride Part II,PG,1995-12-08,106,5.9,Steve Martin,28658,Albert Hackett,1995,5,Father of the Bride Part II,father of the bride part ii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46594000.0,0.6083244118338251
1643,800000.0,Suburban Pictures,USA,Todd Solondz,4771000.0,Welcome to the Dollhouse,R,1996-05-24,88,7.4,Heather Matarazzo,28073,Todd Solondz,1995,562,Welcome to the Dollhouse,welcome to the dollhouse,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3971000.0,0.8323202682875708
1644,30000000.0,United Artists,USA,Walter Hill,2167808.0,Wild Bill,R,1995-12-01,98,5.9,Jeff Bridges,5307,Peter Dexter,1995,210,Wild Bill,wild bill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-27832192.0,-12.838863958431743
1645,6500000.0,Beacon Communications,USA,Melanie Mayron,9685976.0,The Baby-Sitters Club,PG,1995-08-18,94,5.7,Schuyler Fisk,4594,Ann M. Martin,1995,343,"Baby-Sitters Club, The","baby-sitters club, the",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3185976.0,0.3289266874086824
1646,8000000.0,FIT Productions,UK,Agnieszka Holland,339889.0,Total Eclipse,R,1995-11-03,111,6.6,Leonardo DiCaprio,11309,Christopher Hampton,1995,202,Total Eclipse,total eclipse,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-7660111.0,-22.53709593426089
1647,30000000.0,Paramount Pictures,USA,Brett Leonard,24048000.0,Virtuosity,R,1995-08-04,106,5.6,Denzel Washington,24720,Eric Bernt,1995,338,Virtuosity,virtuosity,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-5952000.0,-0.24750499001996007
1648,50000000.0,Cinergi Pictures Entertainment,USA,Oliver Stone,13560960.0,Nixon,R,1996-01-05,192,7.1,Anthony Hopkins,25426,Stephen J. Rivele,1995,14,Nixon,nixon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-36439040.0,-2.6870546038038605
1649,50000000.0,Paramount Pictures,USA,William Friedkin,9795017.0,Jade,R,1995-10-13,95,5.2,David Caruso,9815,Joe Eszterhas,1995,132,Jade,jade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-40204983.0,-4.104636367655105
1650,12000000.0,Caravan Pictures,USA,Holly Goldberg Sloan,17725500.0,The Big Green,PG,1995-09-29,100,5.5,Steve Guttenberg,7500,Holly Goldberg Sloan,1995,54,"Big Green, The","big green, the",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5725500.0,0.323009223999323
1651,12000000.0,Seraphim Films,USA,Clive Barker,13293081.0,Lord of Illusions,R,1995-08-25,109,6.0,Scott Bakula,11887,Clive Barker,1995,177,Lord of Illusions,lord of illusions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1293081.0,0.09727474014489192
1652,1000000.0,American Playhouse Theatrical Films,UK,Todd Haynes,512245.0,Safe,R,1995-06-30,119,7.2,Julianne Moore,9448,Todd Haynes,1995,190,Safe,safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-487755.0,-0.9521908461771222
1654,10000000.0,Universal Pictures,USA,Jocelyn Moorhouse,23574130.0,How to Make an American Quilt,PG-13,1995-10-06,117,6.2,Winona Ryder,9152,Whitney Otto,1995,46,How to Make an American Quilt,how to make an american quilt,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13574130.0,0.5758061909389657
1656,11000000.0,Castle Rock Entertainment,USA,Oliver Parker,2112951.0,Othello,R,1996-01-19,123,6.9,Laurence Fishburne,7965,Oliver Parker,1995,26,Othello,othello,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-8887049.0,-4.205989159237483
1658,16000000.0,Twentieth Century Fox Film Corporation,USA,Forest Whitaker,67052156.0,Waiting to Exhale,R,1995-12-22,124,5.7,Whitney Houston,7977,Terry McMillan,1995,4,Waiting to Exhale,waiting to exhale,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,51052156.0,0.761379783224271
1661,35000000.0,Universal Pictures,USA,Peter Hyams,20350171.0,Sudden Death,R,1995-12-22,111,5.7,Jean-Claude Van Damme,27472,Karen Elise Baldwin,1995,9,Sudden Death,sudden death,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14649829.0,-0.7198872677777499
1663,25000000.0,Universal Pictures,USA,Spike Lee,13040603.0,Clockers,R,1995-09-13,128,6.9,Harvey Keitel,17650,Richard Price,1995,159,Clockers,clockers,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-11959397.0,-0.9170892634336004
1666,7000000.0,Miramax,USA,Gary Fleder,529766.0,Things to Do in Denver When You're Dead,R,1995-12-01,115,6.8,Andy Garcia,23358,Scott Rosenberg,1995,81,Things to Do in Denver When You're Dead,things to do in denver when you're dead,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-6470234.0,-12.21338100217832
1667,11000000.0,Dog Eat Dog Films,USA,Michael Moore,178104.0,Canadian Bacon,PG,1995-09-22,91,5.9,John Candy,14286,Michael Moore,1995,157,Canadian Bacon,canadian bacon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10821896.0,-60.76166734043031
1668,5500000.0,American Playhouse,USA,Gregory Nava,11079373.0,My Family,R,1995-05-03,128,7.3,Jimmy Smits,3222,Gregory Nava,1995,279,My Family,my family,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5579373.0,0.5035820167801914
1671,500000.0,JDI Productions,USA,Tom DiCillo,1148752.0,Living in Oblivion,R,1995-07-21,90,7.6,Steve Buscemi,13615,Tom DiCillo,1995,176,Living in Oblivion,living in oblivion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,648752.0,0.5647450450575929
1672,7000000.0,Miramax,Germany,Wayne Wang,8349430.0,Smoke,R,1995-06-09,112,7.4,Harvey Keitel,29466,Paul Auster,1995,194,Smoke,smoke,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1349430.0,0.16161941593617768
1673,27000000.0,TriStar Pictures,USA,Carl Franklin,16030096.0,Devil in a Blue Dress,R,1995-09-29,102,6.7,Denzel Washington,14406,Walter Mosley,1995,164,Devil in a Blue Dress,devil in a blue dress,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-10969904.0,-0.6843317719369866
1674,9000000.0,Miramax,USA,Sean Penn,832910.0,The Crossing Guard,R,1995-11-16,111,6.3,Jack Nicholson,11262,Sean Penn,1995,78,"Crossing Guard, The","crossing guard, the",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-8167090.0,-9.805489188507762
1676,68000000.0,Columbia Pictures,USA,Joseph Ruben,35324232.0,Money Train,R,1995-11-22,110,5.6,Wesley Snipes,34091,Doug Richardson,1995,20,Money Train,money train,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-32675768.0,-0.9250241590531961
1678,33000000.0,Paramount Pictures,USA,John Badham,8169363.0,Nick of Time,R,1995-11-22,90,6.3,Johnny Depp,34436,Patrick Sheane Duncan,1995,89,Nick of Time,nick of time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-24830637.0,-3.0394826377527844
1679,20000000.0,Paramount Pictures,USA,Jodie Foster,17518220.0,Home for the Holidays,PG-13,1995-11-03,103,6.6,Holly Hunter,9567,Chris Radant,1995,57,Home for the Holidays,home for the holidays,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2481780.0,-0.1416685028501754
1680,40000000.0,Twentieth Century Fox Film Corporation,USA,Barbet Schroeder,14942422.0,Kiss of Death,R,1995-04-21,101,5.9,David Caruso,14977,Eleazar Lipsky,1995,259,Kiss of Death,kiss of death,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-25057578.0,-1.6769421985271196
1682,6000000.0,40 Acres & A Mule Filmworks,USA,Rusty Cundieff,11797927.0,Tales from the Hood,R,1995-05-24,98,6.2,Clarence Williams III,5082,Rusty Cundieff,1995,330,Tales from the Hood,tales from the hood,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5797927.0,0.49143608025375984
1683,17000000.0,Paramount Pictures,USA,Stephen Gyllenhaal,7603766.0,Losing Isaiah,R,1995-03-17,111,6.4,Jessica Lange,4713,Seth Margolis,1995,271,Losing Isaiah,losing isaiah,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-9396234.0,-1.2357342401120708
1684,21000000.0,Alcor Films,USA,Herbert Ross,23450000.0,Boys on the Side,R,1995-02-03,115,6.4,Whoopi Goldberg,10182,Don Roos,1995,218,Boys on the Side,boys on the side,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2450000.0,0.1044776119402985
1685,32000000.0,Caravan Pictures,USA,Jeremiah S. Chechik,8247627.0,Tall Tale,PG,1995-03-24,98,5.9,Patrick Swayze,2814,Steve Bloom,1995,2103,Tall Tale,tall tale,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-23752373.0,-2.879903880231247
1686,15000000.0,Savoy Pictures,USA,Preston A. Whitmore II,6014340.0,The Walking Dead,R,1995-02-24,88,4.8,Allen Payne,652,Preston A. Whitmore II,1995,336,"Walking Dead, The","walking dead, the",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-8985660.0,-1.4940392462015781
1688,25000.0,Brothers McMullen Productions,USA,Edward Burns,10246600.0,The Brothers McMullen,R,1995-08-09,98,6.6,Jack Mulcahy,6598,Edward Burns,1995,144,"Brothers McMullen, The","brothers mcmullen, the",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10221600.0,0.9975601662990651
1689,50000000.0,Warner Bros.,USA,Andrew Sipes,11534477.0,Fair Game,R,1995-11-03,91,4.1,William Baldwin,10655,Paula Gosling,1995,71,Fair Game,fair game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38465523.0,-3.3348302658195945
1696,250000.0,Fine Line Features,USA,Maria Maggenti,1977544.0,The Incredibly True Adventure of Two Girls in Love,R,1995-06-16,94,6.5,Laurel Holloman,3759,Maria Maggenti,1995,3046,"Incredibly True Adventure of Two Girls in Love, The","incredibly true adventure of two girls in love, the",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1727544.0,0.8735805625563831
1697,7000000.0,A Band Apart,France,Desmond Nakano,3760515.0,White Man's Burden,R,1995-12-01,89,5.2,John Travolta,4197,Desmond Nakano,1995,209,White Man's Burden,white man's burden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3239485.0,-0.8614471688053364
1699,15000000.0,Metro-Goldwyn-Mayer (MGM),USA,Carlo Carlei,3987649.0,Fluke,PG,1995-06-02,96,6.7,Matthew Modine,5577,James Herbert,1995,241,Fluke,fluke,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-11012351.0,-2.7616149264892673
1701,19000000.0,Avenue Pictures,USA,Michael Hoffman,4100000.0,Restoration,R,1996-02-02,117,6.7,Robert Downey Jr.,7894,Rose Tremain,1995,43,Restoration,restoration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-14900000.0,-3.6341463414634148
1706,2000000.0,Miramax,USA,Paul Auster,1275999.0,Blue in the Face,R,1995-10-13,83,6.7,Harvey Keitel,8035,Paul Auster,1995,156,Blue in the Face,blue in the face,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-724001.0,-0.5673993474916517
1707,10000000.0,Universal Pictures,USA,J.F. Lawton,6607652.0,The Hunted,R,1995-02-24,100,5.9,Christopher Lambert,3978,J.F. Lawton,1995,251,"Hunted, The","hunted, the",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3392348.0,-0.513396891967071
1708,15000000.0,TriStar Pictures,USA,Brett Leonard,12201255.0,Hideaway,R,1995-03-03,106,5.3,Jeff Goldblum,5398,Dean R. Koontz,1995,240,Hideaway,hideaway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2798745.0,-0.22938173163334427
1710,6400000.0,TriStar Pictures,USA,Peter Hall,6849998.0,Never Talk to Strangers,R,1995-10-20,86,5.1,Rebecca De Mornay,5483,Lewis A. Green,1995,2778,Never Talk to Strangers,never talk to strangers,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,449998.0,0.06569315786661543
1711,8000000.0,"Rank Organisation, The",UK,David Price,2763020.0,Dr. Jekyll and Ms. Hyde,PG-13,1995-08-25,100,4.4,Sean Young,2379,David Price,1995,8701,Dr. Jekyll and Ms. Hyde,dr. jekyll and ms. hyde,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-5236980.0,-1.8953825886168034
1713,14000000.0,Touchstone Pictures,USA,James Ivory,2474000.0,Jefferson in Paris,PG-13,1995-03-31,139,5.7,Nick Nolte,2535,Ruth Prawer Jhabvala,1995,254,Jefferson in Paris,jefferson in paris,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-11526000.0,-4.6588520614389655
1715,5000000.0,40 Acres & A Mule Filmworks,USA,Nick Gomez,3565508.0,New Jersey Drive,R,1995-04-19,98,6.7,Shar-Ron Corley,2341,Nick Gomez,1995,283,New Jersey Drive,new jersey drive,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1434492.0,-0.4023247178242203
1717,4000000.0,British Broadcasting Corporation (BBC),UK,Mike Newell,258195.0,An Awfully Big Adventure,R,1995-07-21,112,6.0,Hugh Grant,2273,Beryl Bainbridge,1995,148,"Awfully Big Adventure, An","awfully big adventure, an",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3741805.0,-14.492166773175313
1719,150000.0,Party Productions,USA,Daisy von Scherler Mayer,472370.0,Party Girl,R,1995-06-09,94,6.6,Parker Posey,3784,Harry Birckmayer,1995,187,Party Girl,party girl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,322370.0,0.6824523149226243
1720,23000000.0,Castle Rock Entertainment,UK,John Boorman,5750110.0,Beyond Rangoon,R,1995-08-25,100,6.6,Patricia Arquette,4306,Alex Lasker,1995,155,Beyond Rangoon,beyond rangoon,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-17249890.0,-2.999923479724736
